名称,描述,房源好评率,近期预定量,房源类型,户型,出租类型,床型,床数,可住人数,独卫数量,面积,发票,地址,省份,城区,配套设施,周边设施,乘车路线,房源评论数,房客评价,价格,房源综合得分,房主好评率,房主回复率,房主接单率,其他房源数,其他房源平均分
近衡水学院 圆床房,"
                圆床房  温馨浪漫  干净整洁  设施齐全  电梯直达  电视 空调 无线  吹风机  独立卫生间 全天热水 饮水机
            ",100%,36 晚,普通公寓,1室1厅,整租,圆床,1张,2人,1,40平米,提供,衡水-桃城区-和平路与前进街交叉口东北角-恒丰蓝波湾,衡水,桃城区,"['宽带上网', '无线WIFI', '电视', '淋浴', '空调', '暖气', '洗衣机', '全天热水', '电脑', '毛巾', '拖鞋', '一次性用品', '热水壶', '电梯', '保安', '电吹风', '智能门锁', '接待外宾', '被子']",,,0,,138,,100.0%,100.0%,100.0%,2,2.5
市中心 安居日租房 一居室 可住2人,"
                房间装修风格简约而不失浪漫，干净，卫生，住着舒心，采光很好，小区位于市中心区，购物，逛街十分方便
            ",100%,23 晚,小区住宅,1室0厅,整租,双人床,1张,2人,1,36平米,提供,衡水-桃城区-报社街88号-富亿坊,衡水,桃城区,"['无线WIFI', '电视', '空调', '洗衣机', '电冰箱', '全天热水', '厨房', '电脑', '毛巾', '拖鞋', '热水壶', '提供早餐', '保安', '餐具炊具', '电吹风', '被子']",小区位于市中心的商圈内，购物，步行5分钟衡水百货大楼，信发商场，浙江村等。,小区位于市中心，步行5分钟有公交站，1路，3路，4路，5路，14路，7路，20路,1, 挺好的！不错,100,5.0,100.0%,100.0%,100.0%,9,3.889
【康姐民宿】近河东二院，衡中，精品一室套房,"
                河东京衡大街与永兴路，河东最繁华地段，停车方便，室内精致装修。图片实景实拍，智能门锁，品牌家具家电，小高层，电梯房，附近万德福超市，河东汽车站，二院，太阳城，衡中本部校区，五中东校区，十四中东校区， 出入方便，停车方便，出门公交站牌， 配备，全新冷暖空调，智能热水器，双人舒适大床，床品保证一客一换，液晶电视，百兆WiFi，全新全自动洗衣机，晾衣架，给你一个干净，温馨.安静，舒适，温暖的家，欢迎随时入住，一次合作，一生朋友
周边描述

楼下是饭店繁多，银行，药店，北行有电影院，是集吃玩购物于一体的好去处，门口很多美食，小区西南角是衡水二院肿瘤专科医院。南行0.5公里是衡水第三医院，衡中本部校区仅隔一个路口，周边还是十四中，五中
交通描述

位于京衡大街永兴路，出行很方便，南到衡水湖，衡中东校区，十四中东校区，五中，出小区门口北行800米，到衡水汽车东站和公交总车站
            ",100%,30 晚,普通公寓,1室0厅,整租,圆床,1张,2人,1,65平米,提供,衡水-桃城区-永兴东路1573号 -兴农嘉园,衡水,桃城区,"['宽带上网', '无线WIFI', '电视', '淋浴', '空调', '暖气', '洗衣机', '电冰箱', '全天热水', '毛巾', '拖鞋', '热水壶', '电梯', '保安', '餐具炊具', '电吹风', '智能门锁', '允许抽烟', '接待儿童2到12岁', '接待婴幼儿2岁以下', '接待老人60岁以上', '有窗户', '沙发', '茶几', '洗浴用品', '牙具', '香皂', '刀具菜板', '洗涤用品', '电磁炉', '电饭煲']",,,0,,138,,100.0%,92.9%,86.9%,18,3.044
「哲家」恋与爱｜羽丝绒床垫｜复式投影房｜免费影视VIP｜小度智能｜汇中衡水学院｜可四人｜十三十四二五,"
                 1
            ",100%,18 晚,其它,1室1厅,整租,"双人床
沙发床",2张,2人,1,110平米,提供,衡水-桃城区-红旗大街-汇中广场,衡水,桃城区,"['无线WIFI', '电视', '淋浴', '暖气', '洗衣机', '电冰箱', '全天热水', '厨房', '毛巾', '热水壶', '电梯', '保安', '餐具炊具', '电吹风', '智能门锁', '接待儿童2到12岁', '接待婴幼儿2岁以下', '接待老人60岁以上', '被子', '落地窗', '沙发', '净水机', '空气净化器', '洗浴用品', '牙具', '刀具菜板', '洗涤用品', '燃气灶', '电磁炉', '电饭煲', '微波炉', '投影设备', '音响设备', '灭火器']",,,0,,224,,100.0%,100.0%,100.0%,7,5.0
「哲家」浪漫满屋｜投影房免费会员｜小度智能｜设计师风格｜超大客厅｜情侣打卡｜十三十四中二中｜每日消毒,"
                 1
            ",100%,28 晚,其它,1室1厅,整租,双人床,1张,2人,1,80平米,提供,衡水-桃城区-中华北大街276号-方圆小区,衡水,桃城区,"['无线WIFI', '电视', '淋浴', '暖气', '洗衣机', '电冰箱', '全天热水', '厨房', '毛巾', '热水壶', '电梯', '保安', '餐具炊具', '电吹风', '智能门锁', '接待儿童2到12岁', '接待婴幼儿2岁以下', '接待老人60岁以上', '被子', '有窗户', '沙发', '净水机', '洗浴用品', '牙具', '刀具菜板', '洗涤用品', '燃气灶', '电磁炉', '电饭煲', '微波炉', '卡拉OK', '投影设备', '音响设备', '灭火器']",,,0,,223,,100.0%,100.0%,100.0%,7,5.0
「哲家」星夜相伴｜投影房免费会员｜小度智能｜ins风精装｜情侣打卡｜十三十四二中｜超大客厅｜每日消毒,"
                 1
            ",100%,28 晚,其它,1室1厅,整租,双人床,1张,2人,1,100平米,提供,衡水-桃城区-中华北大街276号-方圆小区,衡水,桃城区,"['无线WIFI', '电视', '淋浴', '暖气', '洗衣机', '电冰箱', '全天热水', '厨房', '毛巾', '热水壶', '电梯', '保安', '餐具炊具', '电吹风', '智能门锁', '接待儿童2到12岁', '接待婴幼儿2岁以下', '接待老人60岁以上', '被子', '有窗户', '沙发', '空气净化器', '洗浴用品', '牙具', '刀具菜板', '洗涤用品', '燃气灶', '电磁炉', '电饭煲', '微波炉', '卡拉OK', '投影设备', '音响设备']",,,0,,158,,100.0%,100.0%,100.0%,7,5.0
「哲家」绿野仙踪｜羽丝绒床垫｜复式投影房｜免费影视VIP｜可加两床｜高清电视｜汇中｜十三十四二五,"
                 1
            ",100%,18 晚,其它,1室1厅,整租,双人床,1张,2人,1,100平米,提供,衡水-桃城区-红旗大街-汇中广场,衡水,桃城区,"['无线WIFI', '电视', '淋浴', '暖气', '洗衣机', '电冰箱', '全天热水', '厨房', '毛巾', '热水壶', '电梯', '保安', '餐具炊具', '电吹风', '智能门锁', '允许抽烟', '允许携带宠物', '接待儿童2到12岁', '接待婴幼儿2岁以下', '接待老人60岁以上', '被子', '落地窗', '沙发', '净水机', '洗浴用品', '牙具', '刀具菜板', '洗涤用品', '燃气灶', '电磁炉', '微波炉', '投影设备', '音响设备', '灭火器']",,,0,,210,,100.0%,100.0%,100.0%,7,5.0
「哲家」遇见生活｜每日消毒｜投影房免费会员｜小度智能｜提供加床｜衡水学院汇中,"
                亲爱的客人，欢迎来到我们的家！
【位置】我家靠近衡水学院、衡水站、汇中广场、二中十三中十四中衡中、衡水市哈里逊人民医院、衡水育才妇产医院、
【特色服务】我们将为您提供从入住到退房一条龙的管家式服务
【户型功能】我家是温馨1居（1室1厅1卫1厨房），房源有1张双人床可供3人居住，如您有特殊需求，最多还可以加1位客人，希望您有个舒适的睡眠。
【尽享私密】全程自助入住，给您安静的享受
【干净卫生】我们有专业的保洁清扫，让您住得安心
            ",100%,18 晚,Loft公寓,1室1厅,整租,双人床,1张,2人,1,88平米,提供,衡水-桃城区-红旗大街-汇中广场,衡水,桃城区,"['宽带上网', '无线WIFI', '淋浴', '空调', '暖气', '洗衣机', '电冰箱', '全天热水', '毛巾', '拖鞋', '热水壶', '电梯', '保安', '对讲门禁', '餐具炊具', '电吹风', '智能门锁', '允许抽烟', '允许携带宠物', '接待儿童2到12岁', '接待婴幼儿2岁以下', '泳池', '浴缸', '新风系统', '有窗户', '落地窗', '沙发', '茶几', '净水机', '空气净化器', '洗浴用品', '牙具', '香皂', '刀具菜板', '洗涤用品', '电磁炉', '电饭煲', '投影设备', '音响设备', '灭火器', '花园', '观景露台']",【周边环境】位于衡水CBD商业区，周围有汇中广场，星巴克，coco茶饮，汉堡王，电影院，麦当劳，医院商场餐饮应有尽有，下楼就是商场，一站式享受,,0,,229,,100.0%,100.0%,100.0%,7,5.0
【墅间琳舍】二中、衡中、志臻桃城中学附近【别墅套房】8203,"
                北门口别墅小区，滏阳河畔，河堤路直达，
轻奢精装，
箭牌卫浴，
真皮金丝檀木大床，
全自动洗衣，
            ",100%,20 晚,别墅套间,5室4厅,单间,"双人床
沙发床",2张,4人,1,45平米,提供,衡水-桃城区-京衡南大街-北门口别墅小区,衡水,桃城区,"['宽带上网', '无线WIFI', '淋浴', '空调', '暖气', '洗衣机', '全天热水', '毛巾', '拖鞋', '热水壶', '对讲门禁', '电吹风', '智能门锁', '接待儿童2到12岁', '接待老人60岁以上', '泳池', '有窗户', '落地窗', '茶几', '净水机', '洗浴用品', '牙具', '香皂', '桌面游戏', '灭火器', '花园', '观景露台']","衡水市北门口别墅小区，270度莅邻滏阳河生态社区，周边3.0分以上景点六个，距衡水之眼1.5公里，
独享滏阳河270度生态公园环绕
商业配套齐全，",,0,,198,,100.0%,100.0%,80.0%,3,5.0
【墅间琳舍】二中、衡中、志臻、桃城中学附近【别墅大床房】,"
                亲爱的客人，欢迎您来到我们的家！我家由80后知名设计总监亲笔量身定制私人会所，希望您能喜欢！
北门口别墅小区，滏阳河畔，河堤路直达，
轻奢新中式精装，
箭牌卫浴，智能马桶
真皮金丝檀木大床，
全自动洗衣，
【户型功能】别墅为（独卫1厨房），房源有1张双人床可供2人居住，希望您有个舒适的睡眠。本别墅适合家人和朋友聚会、
【尽享私密】房源配置智能密码锁，全程自助，给您安静的享受
【干净卫生】一线品牌卫浴产品，配有专业的保洁清扫，让您住的安心。
            ",100%,20 晚,别墅套间,4室4厅,单间,双人床,1张,2人,1,38平米,提供,衡水-桃城区-京衡南大街-北门口别墅小区,衡水,桃城区,"['宽带上网', '无线WIFI', '淋浴', '空调', '暖气', '洗衣机', '全天热水', '毛巾', '拖鞋', '热水壶', '对讲门禁', '电吹风', '智能门锁', '接待儿童2到12岁', '接待老人60岁以上', '接待外宾', '泳池', '有窗户', '落地窗', '茶几', '净水机', '洗浴用品', '牙具', '香皂', '桌面游戏', '灭火器', '花园', '观景露台']","衡水市北门口别墅小区，270度莅邻滏阳河生态社区，周边3.0分以上景点六个，距衡水之眼1.5公里，
独享滏阳河270度生态公园环绕
商业配套齐全，",,0,,138,,100.0%,100.0%,80.0%,3,5.0
「哲家」与爱告白｜loft复式投影房｜小度智能｜落地窗夜景｜提供加床｜洗衣烘干｜衡水学院｜汇中衡百｜,"
                亲爱的客人，欢迎来到我们的家！
【位置】我家靠近衡水学院、衡水站、汇中广场、二中十三中十四中衡中、衡水市哈里逊人民医院、衡水育才妇产医院、
【特色服务】我们将为您提供从入住到退房一条龙的管家式服务
【户型功能】我家是温馨1居（1室1厅1卫1厨房），
【尽享私密】全程自助入住，给您安静的享受
【干净卫生】我们有专业的保洁清扫，让您住得安心
            ",100%,18 晚,Loft公寓,1室1厅,整租,"双人床
沙发床",2张,2人,1,80平米,提供,衡水-桃城区-红旗大街-汇中广场F座,衡水,桃城区,"['宽带上网', '无线WIFI', '电视', '淋浴', '空调', '暖气', '洗衣机', '电冰箱', '全天热水', '毛巾', '拖鞋', '热水壶', '电梯', '对讲门禁', '餐具炊具', '电吹风', '智能门锁', '允许抽烟', '接待儿童2到12岁', '接待婴幼儿2岁以下', '接待老人60岁以上', '泳池', '新风系统', '有窗户', '落地窗', '沙发', '茶几', '净水机', '洗浴用品', '牙具', '香皂', '刀具菜板', '洗涤用品', '电磁炉', '电饭煲', '投影设备', '音响设备']",【周边环境】位于衡水CBD商业区，周围有汇中广场，星巴克，coco茶饮，汉堡王，电影院，麦当劳，医院商场餐饮应有尽有，下楼就是商场，一站式享受,,0,,229,,100.0%,100.0%,100.0%,7,5.0
【佑一民宿】近七中，十五中，市民中心，火车站，八校合一，体育场高端社区公寓,"
                网红ins风装修，榻榻米床，可观园景，公寓楼下有甜品店，奶茶店，便利店，多种美食，楼内还有私家小厨，如果您出差需要长住，附近还有菜市场，房间可以做简餐，楼下交通便利，佑一民宿是您出行的好选择
            ",100%,18 晚,普通公寓,1室0厅,整租,双人床,1张,2人,1,38平米,提供,衡水-桃城区-恒大绿洲-恒大绿洲,衡水,桃城区,"['无线WIFI', '淋浴', '空调', '暖气', '洗衣机', '全天热水', '厨房', '毛巾', '拖鞋', '热水壶', '电梯', '对讲门禁', '允许抽烟', '接待儿童2到12岁', '接待婴幼儿2岁以下', '接待老人60岁以上', '接待外宾', '有窗户', '沙发', '茶几', '洗浴用品', '牙具', '香皂', '电磁炉', '灭火器', '观景露台']",,,0,,158,,100.0%,100.0%,80.0%,1,5.0
近桃城中学 宝云公园  十四中学 十三中西校区   两居两厅 精装现代风格大床房,"
                位置在衡水市城西中心学区中心，小区叫泰华府邸 ，临近学区  桃城中学  十四中学  十三中西校区空户楼房落户均可，房子格局两室两厅一卫一厨，整体厨房带蒸箱，净水机，燃气热水器，冰箱，全自动洗衣机，全自动马桶，电动升降晾衣架，免费宽带路由器   家电齐全，两个卧室客厅厨房都能采到光，洗嫩用品齐全提供，洗发水，牙膏，牙刷，吹风机，入住办理  入住前获取钥匙密码   租房可以配一辆手动挡汽车
            ",100%,18 晚,客栈民宿,2室2厅,整租,"双人床
双人床",2张,4人,1,89平米,提供,衡水-桃城区-恒大社区-泰华府邸,衡水,桃城区,"['无线WIFI', '淋浴', '空调', '洗衣机', '电冰箱', '全天热水', '电梯', '保安', '电吹风', '智能门锁', '接待儿童2到12岁', '接待婴幼儿2岁以下', '接待老人60岁以上', '新风系统', '有窗户', '沙发', '茶几', '净水机', '燃气灶', '微波炉', '灭火器', '花园']",桃城中学   十四中学  十三中学西校区      宝云寺佛教圣地    宝云公园   惠民菜市场   衡百国际商城,火车站上车12路  14路    23路   隆兴路昌明大街路口下车对面是小区门口,0,,528,,100.0%,100.0%,100.0%,1,5.0
【粉红空间】安娜の民宿、大床房、近衡水学院、小吃街、免费停车，智能门锁，自助入住,"
                干净卫生，放心入住，免费停车，交通便利，超过100%的用户都认为的好房源位置房间有空调，挂墙液晶电视，洗衣机，宽带，热水器，衣柜，独立卫生间，吊篮，粉色情调情侣房，环境安静，交通便利，欢迎您的光临！
            ",100%,28 晚,普通公寓,1室0厅,整租,圆床,1张,2人,1,44平米,提供,衡水-桃城区-和平路前进街东北角-恒丰蓝波湾公寓,衡水,桃城区,"['宽带上网', '无线WIFI', '电视', '淋浴', '空调', '暖气', '洗衣机', '全天热水', '毛巾', '拖鞋', '热水壶', '电梯', '保安', '对讲门禁', '电吹风', '智能门锁', '允许抽烟', '接待儿童2到12岁', '接待婴幼儿2岁以下', '接待老人60岁以上', '新风系统', '有窗户', '落地窗', '沙发', '茶几', '净水机', '洗浴用品', '牙具', '香皂', '灭火器']","位置情况：
周边情况：周边有小吃街，饭店，超市，商场，公交站，交通便利","位置情况：
周边情况：周边有小吃街，饭店，超市，商场，公交站，交通便利",0,,108,,100.0%,100.0%,100.0%,3,5.0
衡水学院安娜の民宿,"
                聚集年轻人的地方屋内简约风的装修，配舒适的大床，空调，热水器，电视。免费WIFI，独立卫生间，24小时热水
            ",100%,28 晚,小区住宅,1室0厅,整租,双人床,1张,2人,1,40平米,提供,衡水-桃城区-和平路前进街东北角-恒丰蓝波湾公寓,衡水,桃城区,"['宽带上网', '无线WIFI', '电视', '淋浴', '空调', '暖气', '洗衣机', '全天热水', '毛巾', '拖鞋', '热水壶', '电梯', '保安', '对讲门禁', '电吹风', '智能门锁', '允许抽烟', '接待儿童2到12岁', '接待婴幼儿2岁以下', '接待老人60岁以上', '接待外宾', '新风系统', '有窗户', '落地窗', '沙发', '茶几', '净水机', '洗浴用品', '牙具', '香皂', '灭火器']",电梯，保安。超市，小吃，,位于衡水学院斜对面，有12路16路21路26路公交车,0,,108,,100.0%,100.0%,100.0%,3,5.0
衡水学院安娜の民宿,"
                温馨舒适的家庭环境简单装修风格，配备舒适的大床，空调，热水器，洗衣机，电视，免费的WIFI，独立卫生间，24小时热水
            ",100%,28 晚,小区住宅,1室0厅,整租,双人床,1张,2人,1,40平米,提供,衡水-桃城区-和平路前进街东北角-恒丰蓝波湾公寓,衡水,桃城区,"['宽带上网', '无线WIFI', '电视', '淋浴', '空调', '暖气', '洗衣机', '全天热水', '毛巾', '拖鞋', '热水壶', '电梯', '保安', '对讲门禁', '电吹风', '智能门锁', '允许抽烟', '接待儿童2到12岁', '接待婴幼儿2岁以下', '接待老人60岁以上', '接待外宾', '新风系统', '有窗户', '落地窗', '沙发', '茶几', '净水机', '洗浴用品', '牙具', '香皂', '灭火器']","位置情况：位于衡水学院斜对面，有12路16路21路26路公交车
周边情况：有电梯，保安，周边有小吃，超市，药店","位置情况：位于衡水学院斜对面，有12路16路21路26路公交车
周边情况：有电梯，保安，周边有小吃，超市，药店",0,,108,,100.0%,100.0%,100.0%,3,5.0
凡姐民宿 怡安家园整套出租，紧邻路北繁华商圈,"
                1
            ",100%,20 晚,普通公寓,1室1厅,整租,双人床,1张,2人,1,58平米,提供,衡水-桃城区-育才北大街-怡安嘉园1区,衡水,桃城区,"['宽带上网', '无线WIFI', '电视', '淋浴', '暖气', '洗衣机', '电冰箱', '全天热水', '毛巾', '拖鞋', '电梯', '保安', '餐具炊具', '电吹风', '智能门锁', '允许抽烟', '接待儿童2到12岁', '接待婴幼儿2岁以下', '接待老人60岁以上', '有窗户', '沙发', '茶几', '洗浴用品', '牙具', '香皂', '刀具菜板', '调料', '洗涤用品', '燃气灶']",,,0,,117,,100.0%,100.0%,100.0%,1,5.0
静雅福居，近衡中衡一，近志臻衡实，五中十三中，紧邻十五中市民中心，植物园，近医院，交通便利,"
                房屋旁边十五中，巨无渠小学，幼儿园，约500米有滏阳便民菜市场，吉美超市约5分钟车程，衡百国际约10分钟车程房间面积113平米，新房，装修精致大气，宽敞明亮，白天采光好，餐厅设施齐全，地暖集中供热，温暖舒适，空调冷暖
            ",100%,30 晚,小区住宅,3室2厅,整租,"双人床
双人床
双层床",3张,6人,1,113平米,提供,衡水-桃城区-中华南大街1188号-和湾香颂,衡水,桃城区,"['宽带上网', '无线WIFI', '电视', '淋浴', '空调', '暖气', '洗衣机', '电冰箱', '全天热水', '厨房', '毛巾', '拖鞋', '热水壶', '电梯', '保安', '对讲门禁', '餐具炊具', '电吹风', '智能门锁', '接待儿童2到12岁', '接待婴幼儿2岁以下', '接待老人60岁以上', '有窗户', '落地窗', '沙发', '茶几', '洗浴用品', '牙具', '香皂', '刀具菜板', '调料', '洗涤用品', '燃气灶', '电磁炉', '电饭煲', '灭火器']",房屋距离植物园，市民中心，妇幼医院都很近,,0,,358,,100.0%,100.0%,100.0%,1,5.0
干净整洁商圈中心可以做饭洗衣服,"
                配套设施齐全，商圈中心，购物方便，干净整洁，洗衣做饭，安全，配备娱乐麻将机
            ",100%,16 晚,小区住宅,2室1厅,整租,双人床,2张,4人,2,127平米,提供,衡水-桃城区-政通街-康弘名邸,衡水,桃城区,"['无线WIFI', '电视', '淋浴', '空调', '洗衣机', '电冰箱', '全天热水', '毛巾', '拖鞋', '热水壶', '电梯', '保安', '餐具炊具', '电吹风', '接待儿童2到12岁', '接待婴幼儿2岁以下', '有窗户', '落地窗', '沙发', '茶几', '净水机', '洗浴用品', '牙具', '香皂', '刀具菜板', '燃气灶', '电磁炉', '电饭煲', '麻将机']",,,0,,258,,100.0%,100.0%,100.0%,1,5.0
「哲家」有幸遇见｜巨幕投影｜小度智能｜两室一厅｜超大客厅｜近十三中十四二中衡水学,"
                 ins风私人影院，近医院，近二中十三中十四中五中整套大宅
            ",100%,20 晚,普通公寓,2室1厅,整租,"双人床
双人床",2张,4人,1,100平米,提供,衡水-桃城区-中华北大街-方圆小区,衡水,桃城区,"['宽带上网', '无线WIFI', '电视', '淋浴', '空调', '暖气', '洗衣机', '电冰箱', '全天热水', '毛巾', '拖鞋', '热水壶', '保安', '餐具炊具', '电吹风', '智能门锁', '有窗户', '沙发', '茶几', '空气净化器', '洗浴用品', '牙具', '刀具菜板', '洗涤用品', '电磁炉', '电饭煲', '投影设备', '音响设备']",,,0,,228,,100.0%,100.0%,100.0%,7,5.0
五中、十三中学、十四 、衡中附近恒大绿洲,"
                衡水市恒大高品质公寓楼，270度莅邻滏阳河生态区恒大生态社区，周边3.0分以上景点六个，距衡水之眼1.5
乐家卫浴，
真皮大床，
全自动洗衣，
轻奢整体装修风格配舒适大床及乳胶床垫，独立卫生间24小时热水，茶溪飘窗，独享自动洗衣丶品质厨房
            ",100%,21 晚,酒店式公寓,1室1厅,整租,"双人床
单人床",2张,3人,1,40平米,提供,衡水-桃城区-中华南大街-恒大绿洲,衡水,桃城区,"['宽带上网', '无线WIFI', '电视', '淋浴', '空调', '暖气', '洗衣机', '电冰箱', '全天热水', '毛巾', '拖鞋', '热水壶', '电梯', '保安', '对讲门禁', '餐具炊具', '电吹风', '智能门锁', '允许抽烟', '接待儿童2到12岁', '接待婴幼儿2岁以下', '接待外宾', '新风系统', '有窗户', '落地窗', '沙发', '茶几', '净水机', '空气净化器', '洗浴用品', '牙具', '香皂', '刀具菜板', '电磁炉', '桌面游戏', '灭火器', '花园', '观景露台']","衡水市恒大高品质公寓楼，270度莅邻滏阳河生态区恒大生态社区，周边3.0分以上景点六个，距衡水之眼1.5，
楼宇公寓式四星公寓，享受进口品牌电梯，大理石楼道24小时保安红外监控系统楼下餐饮配套齐全，几十家餐饮服务",,1, 非常满意，房东人很好，房子干净卫生，住起来这几天感觉非常不错。非常biu特否！,138,5.0,100.0%,100.0%,80.0%,3,5.0
近医院近大学温馨私享落地窗,"
                近医院近大学温馨私享落地窗
            ",100%,28 晚,普通公寓,1室0厅,整租,双人床,1张,2人,1,48平米,提供,衡水-桃城区-和平路前进街蓝波湾-蓝波湾,衡水,桃城区,"['无线WIFI', '电视', '淋浴', '空调', '暖气', '洗衣机', '毛巾', '拖鞋', '电梯', '电吹风', '智能门锁', '允许抽烟', '接待儿童2到12岁', '接待婴幼儿2岁以下', '接待老人60岁以上', '被子', '有窗户', '落地窗', '洗浴用品', '牙具', '香皂']",,,0,,160,,100.0%,100.0%,96.7%,14,4.643
24小时热水洗澡，住宿舒适安逸，怡然城购物商场，衡水二中，交通便利,"
                精装修中国风，配备舒适的大床，相信一定会舒舒服服的睡个好觉!免费百兆Vifi、独立的卫生间，干湿分离、(24小时热水澡)厨房免费提供做饭。
            ",100%,26 晚,普通公寓,1室1厅,整租,双人床,1张,2人,1,55平米,提供,衡水-桃城区-大庆东路680号-锦绣前城,衡水,桃城区,"['无线WIFI', '电视', '淋浴', '空调', '暖气', '洗衣机', '全天热水', '毛巾', '拖鞋', '热水壶', '电梯', '保安', '对讲门禁', '餐具炊具', '电吹风', '允许抽烟', '接待儿童2到12岁', '接待婴幼儿2岁以下', '接待老人60岁以上', '有窗户', '落地窗', '沙发', '茶几', '洗浴用品', '牙具', '香皂', '刀具菜板', '调料', '洗涤用品', '燃气灶', '灭火器']",精装修，双电梯，楼道干净整洁，环境清新宜人，民宿安静舒适，24小时保安巡视，物业管理安全有序，附近餐厅，餐饮设施完善，怡然城购物方便，公交，打车交通便利，高铁，火车站便利，让您住的安全放心!,107路，107路普车，126路,0,,158,,100.0%,100.0%,100.0%,1,5.0
哈院，休闲广场阳光大床房,"
                小区地理优越，环境优雅，安全方便。电梯直达，电视，空调，暖气，热水器，洗衣机，厨房厨具， 独立卫生间，床品每客必换。舒适的大床，让你美美的休息。
            ",100%,16 晚,普通公寓,1室0厅,整租,双人床,1张,2人,1,36平米,提供,衡水-桃城区-报社街-富亿坊商街,衡水,桃城区,"['无线WIFI', '电视', '淋浴', '空调', '暖气', '洗衣机', '厨房', '毛巾', '拖鞋', '热水壶', '电梯', '保安', '对讲门禁', '餐具炊具', '电吹风', '接待儿童2到12岁', '接待婴幼儿2岁以下', '接待老人60岁以上', '被子', '有窗户', '茶几', '洗浴用品', '牙具', '香皂', '刀具菜板', '洗涤用品', '电磁炉', '电饭煲', '灭火器']",小区位于哈院对面，步行三分钟可达公交车站十几条线路。路边免费停车。,,0,,100,,100.0%,100.0%,100.0%,9,3.889
五中/十四中/五州国际小区阳光地暖房,"
                阳光充足，地暖结构，房间设施24小时热水，200M宽带，电视，空调，全自动洗衣机，让你有温馨小家的感觉
            ",100%,18 晚,普通公寓,1室1厅,整租,双人床,1张,2人,1,52平米,提供,衡水-桃城区-胜利西路-五洲国际官邸,衡水,桃城区,"['无线WIFI', '电视', '淋浴', '空调', '暖气', '洗衣机', '电冰箱', '厨房', '毛巾', '拖鞋', '热水壶', '电梯', '保安', '对讲门禁', '餐具炊具', '电吹风', '接待儿童2到12岁', '接待婴幼儿2岁以下', '接待老人60岁以上', '被子', '泳池', '有窗户', '落地窗', '茶几', '洗浴用品', '牙具', '香皂', '刀具菜板', '洗涤用品', '燃气灶', '电饭煲', '灭火器']",,,0,,108,,100.0%,100.0%,100.0%,9,3.889
汇中广场/哈院Loft复式家庭房,"
                汇中广场/哈院Loft复式家庭房
            ",100%,18 晚,其它,1室1厅,整租,"双人床
单人床",3张,4人,1,70平米,提供,衡水-桃城区-红旗大街-汇中广场,衡水,桃城区,"['无线WIFI', '电视', '淋浴', '空调', '暖气', '洗衣机', '毛巾', '拖鞋', '热水壶', '电梯', '保安', '餐具炊具', '电吹风', '接待儿童2到12岁', '接待婴幼儿2岁以下', '接待老人60岁以上', '被子', '有窗户', '沙发', '茶几', '洗浴用品', '牙具', '香皂', '刀具菜板', '电饭煲', '投影设备', '灭火器']",,,0,,168,,100.0%,100.0%,100.0%,9,3.889
衡百～学院附近丽景名苑大床房,"
                小区位于前进大街的丽景名苑小区 ，居民住宅楼，房间内配有电视，洗衣机，冰箱 ，热水器，空调 ，让您享受异地出行的快乐 ，房间内所有照片都是实拍 
            ",100%,20 晚,普通公寓,1室0厅,整租,双人床,1张,2人,1,46平米,提供,衡水-桃城区-前进南大街-丽景名苑,衡水,桃城区,"['无线WIFI', '电视', '淋浴', '空调', '暖气', '洗衣机', '电冰箱', '厨房', '毛巾', '拖鞋', '热水壶', '电梯', '保安', '餐具炊具', '电吹风', '被子', '有窗户', '沙发', '茶几', '洗浴用品', '牙具', '香皂', '刀具菜板', '燃气灶', '电饭煲', '灭火器']",附近有大型商场，超市，菜市场 ，让您快乐无忧体验 异地生活，小区门口有公交车站，可直达火车站,,0,,108,,100.0%,100.0%,100.0%,9,3.889
汇中，哈院～Loft复式家庭房,"
                小区位于汇中广场 ，位于市中心繁华的商业 地段，房间设施一应俱全 ，照片儿实拍，绝无虚假 ，小区对面就是哈院 ，欢迎您体验入住 
            ",100%,26 晚,其它,1室0厅,整租,"双人床
双人床",2张,4人,1,66平米,提供,衡水-桃城区-桃城区红旗大街 -汇中广场,衡水,桃城区,"['无线WIFI', '电视', '淋浴', '空调', '暖气', '洗衣机', '电冰箱', '厨房', '毛巾', '拖鞋', '热水壶', '电梯', '保安', '餐具炊具', '电吹风', '智能门锁', '接待老人60岁以上', '被子', '有窗户', '沙发', '茶几', '洗浴用品', '牙具', '香皂', '刀具菜板', '电磁炉']",小区位于汇中广场商业地段 ，小区对面是哈院 ，距离汽车站，火车站十多分钟 就到，公交车站四通八达,,0,,168,,100.0%,100.0%,100.0%,9,3.889
测试房源请勿下单,"
                啦啦啦啦啦啦
            ",100%,16 晚,普通公寓,3室2厅,整租,"榻榻米
儿童床
儿童双层床",3张,5人,2,110平米,提供,衡水-武强县-平安路-东方名座,衡水,武强县,"['宽带上网', '无线WIFI', '电视', '淋浴', '空调', '暖气', '洗衣机', '拖鞋', '热水壶', '电梯', '餐具炊具', '允许携带宠物', '接待儿童2到12岁', '接待婴幼儿2岁以下', '接待外宾', '浴缸', '新风系统', '有窗户', '落地窗', '沙发', '茶几', '洗浴用品', '牙具', '燃气灶', '电磁炉']",,,0,,50,,100.0%,100.0%,100.0%,13,4.608
